GEOID,NAME,all,asian,black,hispanic,native,white,prop_all,prop_asian,prop_black,prop_hispanic,prop_native,prop_white,measure,ccd
101720,Haleyville City,1668.66666666667,22.8333333333333,26.6666666666667,153.333333333333,7.5,1434.33333333333,1,0.0136835797043548,0.0159808230123851,0.0918897323212145,0.00449460647223332,0.859568517778665,population,1
101730,Hartselle City,3337.66666666667,34.8333333333333,138.333333333333,116.666666666667,28.3333333333333,2958,1,0.0104364326375712,0.0414461200439429,0.0349545590732048,0.00848896434634975,0.886247877758913,population,1
101740,Henry County,2473.33333333333,12,761.333333333333,87.1666666666667,7,1548,1,0.00485175202156334,0.307816711590297,0.0352425876010782,0.00283018867924528,0.625876010781671,population,1
101760,Homewood City,4237.66666666667,97.8333333333333,762,523.5,5.16666666666667,2692.33333333333,1,0.0230866042633525,0.179815936443011,0.123534964209864,0.00121922441595218,0.635333910170691,population,1
101770,Houston County,6385.33333333333,17.5,1027.33333333333,342.666666666667,23.1666666666667,4878,1,0.00274065566924201,0.160889538525788,0.053664648152015,0.00362810607642514,0.763938191689288,population,1
101800,Huntsville City,24002.6666666667,401,9547,3052,190,9293.33333333333,1,0.0167064770581047,0.397747472503055,0.127152538606821,0.0079157871347628,0.387179202310854,population,1
101830,Jackson County,5407,12.1666666666667,185,258.333333333333,759,4129,1,0.002250169533321,0.0342149066025522,0.0477775722828432,0.140373589791012,0.763639726280747,population,1
101860,Jacksonville City,1608.66666666667,25,519.666666666667,56.1666666666667,8.16666666666667,1000.66666666667,1,0.0155408205553253,0.323041856610029,0.0349150435142976,0.00507666804807294,0.622047244094488,population,1
101890,Jasper City,2738.33333333333,31,440.666666666667,289.333333333333,8.16666666666667,1913.66666666667,1,0.0113207547169811,0.160925136944614,0.105660377358491,0.00298234936092514,0.698843578819233,population,1
101920,Jefferson County,36187,202,17874.3333333333,3401.66666666667,104.333333333333,14452.3333333333,1,0.00558211512421588,0.493943497204337,0.0940024502353515,0.0028831716730686,0.399379150892125,population,1
101950,Lamar County,2348.33333333333,4,275,50,2,1991.33333333333,1,0.00170333569907736,0.117104329311569,0.021291696238467,0.00085166784953868,0.847977288857346,population,1
101980,Lanett City,909.333333333333,4,725.666666666667,93,5,76.6666666666667,1,0.00439882697947214,0.798020527859238,0.102272727272727,0.00549853372434018,0.0843108504398827,population,1
102010,Lauderdale County,8347.66666666667,53.3333333333333,235,151,27,7807.33333333333,1,0.00638901090124985,0.0281515792836322,0.0180888871141636,0.00323443676875774,0.935271333306713,population,1
102040,Lawrence County,4750,22.3333333333333,489.333333333333,160.833333333333,518,3446.66666666667,1,0.00470175438596491,0.103017543859649,0.033859649122807,0.109052631578947,0.725614035087719,population,1
102070,Lee County,9584.33333333333,46.3333333333333,2163,594.333333333333,69.8333333333333,6423.66666666667,1,0.00483427816227872,0.225680798525371,0.0620109205995896,0.00728619622300282,0.670225715577505,population,1
102100,Limestone County,9825,65,960,1018.66666666667,69.5,7492.33333333333,1,0.00661577608142494,0.0977099236641221,0.103681085665818,0.00707379134860051,0.762578456318914,population,1
102130,Linden City,483.666666666667,1,462.666666666667,7.33333333333333,0,17.8333333333333,1,0.00206753962784287,0.9565816678153,0.0151619572708477,0,0.0368711233631978,population,1
102160,Lowndes County,1424,2.33333333333333,1396.33333333333,10.3333333333333,0,21.8333333333333,1,0.00163857677902622,0.980571161048689,0.00725655430711611,0,0.0153323970037453,population,1
102190,Macon County,1943,2.66666666666667,1860.66666666667,20.6666666666667,3,33.1666666666667,1,0.00137244810430606,0.957625664779551,0.0106364728083719,0.00154400411734431,0.0170698232973066,population,1
102220,Madison County,19246,296.666666666667,3890.33333333333,876.666666666667,1241.5,12444.6666666667,1,0.0154144584156015,0.202137240638747,0.0455505905989123,0.0645069105268627,0.646610551110187,population,1
102250,Marengo County,1030.66666666667,4.83333333333333,656.333333333333,7.83333333333333,0,359.666666666667,1,0.0046895213454075,0.636804657179819,0.00760025873221216,0,0.348965071151358,population,1
102310,Marion County,3309,24.8333333333333,124.333333333333,120.666666666667,20.8333333333333,2952.66666666667,1,0.00750478492998892,0.0375742923340385,0.036466203283973,0.00629596051173567,0.892313891407273,population,1
102350,Midfield City,1053,1,980.666666666667,43.6666666666667,6.5,10.1666666666667,1,0.000949667616334283,0.93130737575182,0.041468819246597,0.00617283950617284,0.00965495409939854,population,1
102370,Mobile County,55289,1227.33333333333,27611.3333333333,2187,673.833333333333,22148,1,0.022198508443512,0.499400121784321,0.0395557886740581,0.0121874755074849,0.40058601168406,population,1
102400,Monroe County,3443.33333333333,16,1805.33333333333,33.5,91,1463.66666666667,1,0.00464666021297193,0.524298160696999,0.00972894482090997,0.0264278799612778,0.425072604065828,population,1
102430,Montgomery County,29548.3333333333,1032,23216.3333333333,2145.66666666667,95.5,2815.66666666667,1,0.0349258277398612,0.785707033673642,0.0726154887472503,0.00323199278019065,0.0952902024930904,population,1
102480,Morgan County,7603.33333333333,46,217.666666666667,823.666666666667,47.1666666666667,6402,1,0.00604997807978957,0.0286277948268303,0.108329679964928,0.00620341955282771,0.841999123191583,population,1
102490,Mountain Brook City,4350.66666666667,38.5,15.1666666666667,65.5,2,4160.33333333333,1,0.00884921851057309,0.00348605577689243,0.0150551639595464,0.000459699662886914,0.956251915415262,population,1
102520,Muscle Shoals City,2856.66666666667,69,437.666666666667,157.166666666667,34.5,2063.33333333333,1,0.0241540256709452,0.153208868144691,0.0550175029171529,0.0120770128354726,0.722287047841307,population,1
102550,Oneonta City,1498,16.5,68.6666666666667,349.333333333333,9.16666666666667,995,1,0.0110146862483311,0.045838896306186,0.233199821984869,0.00611927013796173,0.664218958611482,population,1
102580,Opelika City,4484.66666666667,66.8333333333333,2571.16666666667,441.166666666667,28.1666666666667,1317.66666666667,1,0.0149026311877509,0.573323918537238,0.0983722313066746,0.00628066002675784,0.293815965512115,population,1
102610,Opp City,1307.33333333333,7.33333333333333,279.666666666667,28.5,3.16666666666667,989,1,0.00560938296787353,0.21392146863845,0.0218001019887812,0.00242223355430903,0.756501784803672,population,1
102635,Oxford City,4102,57.8333333333333,1065.33333333333,511,14.6666666666667,2303,1,0.0140988135868682,0.259710710222656,0.12457337883959,0.00357549163009914,0.561433447098976,population,1
102640,Ozark City,2108,35.5,1037,61.8333333333333,14,901.333333333333,1,0.0168406072106262,0.491935483870968,0.0293327008222644,0.00664136622390892,0.427577482605946,population,1
102650,Pell City,4002.33333333333,28.3333333333333,510,127.333333333333,9.33333333333333,3259.66666666667,1,0.00707920379778463,0.127425668360123,0.0318147747147497,0.00233197301574082,0.814441575747481,population,1
102670,Perry County,1360.66666666667,1.5,1347.66666666667,2,1.33333333333333,11.8333333333333,1,0.00110240078392945,0.990445859872611,0.00146986771190593,0.000979911807937286,0.00869671729544341,population,1
102700,Phenix City,7100.66666666667,42.5,4093.66666666667,550.333333333333,54.6666666666667,1994,1,0.00598535348793541,0.576518636747723,0.0775044596751479,0.00769880762369731,0.280818702469252,population,1
102730,Pickens County,2565,17.1666666666667,1486,82,14.3333333333333,939.333333333333,1,0.00669265756985055,0.579337231968811,0.0319688109161793,0.00558804418453541,0.366211825860949,population,1
102760,Piedmont City,1190.66666666667,10.1666666666667,124.833333333333,23,9,997.666666666667,1,0.00853863381858903,0.104843225083987,0.0193169092945129,0.00755879059350504,0.837905935050392,population,1
102790,Pike County,2162,7.33333333333333,1056.33333333333,85.1666666666667,22.1666666666667,940.333333333333,1,0.00339192106074622,0.48859081097749,0.0393925377736664,0.0102528522972556,0.434936786925686,population,1
102820,Randolph County,2195.66666666667,4.16666666666667,317,148.833333333333,10.3333333333333,1688.33333333333,1,0.0018976772430545,0.144375284651586,0.0677850311219068,0.00470623956277516,0.768938818885684,population,1
102850,Roanoke City,1537.33333333333,14.5,612.333333333333,23.6666666666667,4.5,880.333333333334,1,0.00943191673894189,0.398308759757155,0.0153946227233304,0.00292714657415438,0.572636600173461,population,1
102880,Russell County,3449.66666666667,32.5,1330,213.333333333333,48,1680.33333333333,1,0.00942120011595323,0.385544497052855,0.061841723838052,0.0139143878635617,0.487100202918156,population,1
102910,Russellville City,2477.33333333333,13.1666666666667,132.333333333333,1222,36.5,1041.66666666667,1,0.00531485468245425,0.0534176533907427,0.493272335844995,0.0147335844994618,0.420479009687836,population,1
102940,Scottsboro City,2520.66666666667,24.5,143.5,205.333333333333,18.5,2089,1,0.00971965088600899,0.0569293837609098,0.081459931235123,0.00733932822004761,0.828749008198889,population,1
102970,Selma City,3286.33333333333,5.16666666666667,3207.33333333333,6.16666666666667,7.83333333333333,63.1666666666667,1,0.00157216756263313,0.975961050816513,0.00187645805862664,0.00238360888528248,0.0192210163302566,population,1
103000,Sheffield City,1060.33333333333,4.16666666666667,431.333333333333,56.6666666666667,5.33333333333333,547.666666666667,1,0.00392958189248664,0.406790317510217,0.0534423137378183,0.0050298648223829,0.516504243948444,population,1
103030,Shelby County,20453,408.333333333333,3227.33333333333,1578,67.8333333333334,14692,1,0.0199644713896902,0.157792662853045,0.0771524959663619,0.00331654687983833,0.718329829364885,population,1
103062,St Clair County,9272.33333333333,78.3333333333333,895,450.666666666667,40,7658.33333333333,1,0.00844807132329151,0.0965237085235647,0.0486033720386814,0.00431390876082971,0.825933781500521,population,1
103090,Sumter County,1482.66666666667,5.33333333333333,1447.66666666667,10.3333333333333,1.83333333333333,22.5,1,0.00359712230215827,0.976393884892086,0.00696942446043166,0.00123651079136691,0.0151753597122302,population,1
103120,Sylacauga City,2227.33333333333,14.5,888.666666666667,67.8333333333333,3.83333333333333,1229,1,0.0065100269380425,0.398982340616582,0.0304549536067046,0.00172104160431009,0.551780903920982,population,1
103150,Talladega City,1991.66666666667,13.8333333333333,1325.33333333333,62.3333333333333,1,568.333333333333,1,0.00694560669456067,0.665439330543933,0.0312970711297071,0.000502092050209205,0.285355648535565,population,1
103180,Talladega County,7524,27.1666666666667,2451,181,19.5,4763.66666666667,1,0.0036106680843523,0.325757575757576,0.0240563530037214,0.00259170653907496,0.633129541024278,population,1
103210,Tallapoosa County,2892,2.33333333333333,797,55.3333333333333,13.1666666666667,2001.33333333333,1,0.000806823420931305,0.275587828492393,0.0191332411249424,0.00455278930382665,0.692023974181651,population,1
103240,Tallassee City,1812.66666666667,18.6666666666667,496.666666666667,65.6666666666667,6.66666666666667,1215.33333333333,1,0.0102979036410445,0.273997793306363,0.036226553880103,0.00367782272894446,0.670467083486576,population,1
103270,Tarrant City,1188,6.33333333333333,748.666666666667,335,32.5,54,1,0.005331088664422,0.630190796857464,0.281986531986532,0.0273569023569024,0.0454545454545455,population,1
103300,Thomasville City,1192.66666666667,12,590.666666666667,12.6666666666667,0,582,1,0.0100614868641699,0.495248742314142,0.0106204583566238,0,0.487982112912241,population,1
103330,Troy City,1907.33333333333,53,1194.16666666667,54.1666666666667,7.83333333333333,573.666666666667,1,0.0277874868926949,0.626092275428172,0.0283991611324712,0.0041069556099266,0.300768961901433,population,1
103360,Tuscaloosa City,10509.6666666667,211.333333333333,7294.33333333333,436,45,2434,1,0.02010847156586,0.694059437343398,0.0414856164166323,0.00428177233657902,0.231596308160741,population,1
103390,Tuscaloosa County,18591.3333333333,143.666666666667,5354.66666666667,1529.33333333333,74.5,11278.3333333333,1,0.00772761501775021,0.288019507297307,0.0822605515114569,0.00400724351848532,0.606644673145193,population,1
103420,Tuscumbia City,1497.66666666667,8.5,390,26.1666666666667,7,1043.33333333333,1,0.00567549521477854,0.260405074560427,0.0174716225239261,0.00467393723569998,0.696639216559092,population,1
103430,Vestavia Hills City,7169,468.666666666667,460.666666666667,287,9.5,5791,1,0.0653740642581485,0.0642581485097875,0.0400334774724508,0.00132514995117869,0.807783512344818,population,1
103450,Walker County,7634,11,457,205.333333333333,17.5,6866,1,0.00144092219020173,0.0598637673565627,0.0268972142170989,0.00229237621168457,0.899397432538643,population,1
103480,Washington County,2718,7.33333333333333,698.333333333333,27.8333333333333,264.333333333333,1702.33333333333,1,0.00269806230071131,0.256929114545009,0.0102403728231543,0.0972528820210939,0.626318371351484,population,1
103510,Wilcox County,1678,2.5,1661.33333333333,3.83333333333333,4.5,10.5,1,0.00148986889153754,0.990067540723083,0.0022844656336909,0.00268176400476758,0.00625744934445769,population,1
103540,Winfield City,1274.66666666667,7.66666666666667,65.5,40.1666666666667,7.5,1150.33333333333,1,0.00601464435146443,0.0513859832635983,0.0315115062761506,0.00588389121338912,0.902458158995816,population,1
103580,Winston County,2416.33333333333,1.33333333333333,20.6666666666667,39.5,9.16666666666667,2347,1,0.000551800248310112,0.00855290384880673,0.0163470823561871,0.00379362670713202,0.971306387087874,population,1
200001,Lower Kuskokwim School District,4281.33333333333,17,6.33333333333333,16.3333333333333,4092,138,1,0.00397072563064466,0.0014792899408284,0.00381501090003114,0.955777016505762,0.0322329492369978,population,1
200003,Lower Yukon School District,2005.33333333333,1.33333333333333,1.66666666666667,0.333333333333333,1992.33333333333,7.66666666666667,1,0.000664893617021277,0.000831117021276596,0.000166223404255319,0.993517287234043,0.00382313829787234,population,1
200004,Yupiit School District,448,0.333333333333333,0.666666666666667,0.333333333333333,443.5,3,1,0.000744047619047619,0.00148809523809524,0.000744047619047619,0.989955357142857,0.00669642857142857,population,1
200005,Kashunamiut School District,338.666666666667,0,0,0,335.333333333333,3.33333333333333,1,0,0,0,0.990157480314961,0.00984251968503937,population,1
200006,Mount Edgecumbe High School Agency,430,5.33333333333333,1.33333333333333,0,382,40.3333333333333,1,0.0124031007751938,0.00310077519379845,0,0.888372093023256,0.0937984496124031,population,1
200007,Aleutians East Borough School District,235.666666666667,13.3333333333333,0,5,189.333333333333,22.3333333333333,1,0.0565770862800566,0,0.0212164073550212,0.803394625176803,0.0947666195190948,population,1
200010,Aleutian Region School District,23.3333333333333,1,0,5,15.3333333333333,2.33333333333333,1,0.0428571428571429,0,0.214285714285714,0.657142857142857,0.1,population,1
